交易哈希,区块高度,本地时间(UTC+8),UTC时间,发送方,发送方ENS,接收方,接收方ENS,数量,代币符号,代币地址
0xcd21c0****c796ae62,23745599,2025/11/07 14:26:59,2025/11/07 06:26:59,0x1429****7f855c,,0xf6dc****6dfeb0,,15.0,0xe666****080fe7,0xeff2****2b6ede,
0xec912a****202df183,23745596,2025/11/07 14:26:23,2025/11/07 06:26:23,0x1429****7f855c,,0x749f****a186aa,,50.0,0xe666****080fe7,0xeff2****2b6ede,
0x2ca3eb****87b907ef,23745596,2025/11/07 14:26:23,2025/11/07 06:26:23,0x1429****7f855c,,0x5fbd****a8fb08,,38.48445,USDT,0xff7b****1b9f44,
0x1990bf****dc472956,23745593,2025/11/07 14:25:47,2025/11/07 06:25:47,0x1429****7f855c,,0x1cc6****90aa0b,,15.0,USDT,0xff7b****1b9f44,
0x1990bf****dc472956,23745593,2025/11/07 14:25:47,2025/11/07 06:25:47,0x1429****7f855c,,0xaaf5****ec2c74,,50.0,USDT,0xff7b****1b9f44,
0x66ae2f****d43e5b7d,23745587,2025/11/07 14:24:35,2025/11/07 06:24:35,0x1429****7f855c,,0xd8e3****e47f15,,64.979006,0x6a84****2ef5d1,0x2a10****932ea5,
0x4f8e95****7149ab0b,23745587,2025/11/07 14:24:35,2025/11/07 06:24:35,0xa53d****e548ac,,0x1429****7f855c,,1.9E-4,USDT,0xff7b****1b9f44,
0x7e70e2****9c2535b6,23745584,2025/11/07 14:23:59,2025/11/07 06:23:59,0x1429****7f855c,,0x2198****992799,,64.979006,USDC,0xcaf2****16e452,
0x49c5ac****97bc4cb4,23745567,2025/11/07 14:20:35,2025/11/07 06:20:35,0x46a6****b595aa,,0x1429****7f855c,,2.49E-4,USDT,0xff7b****1b9f44,
0x357c31****52d52d24,23745532,2025/11/07 14:13:23,2025/11/07 06:13:23,0xdf35****fc3013,,0x1429****7f855c,,1.91E-4,USDT,0xff7b****1b9f44,
0x65671f****7cf39df2,23745465,2025/11/07 13:59:59,2025/11/07 05:59:59,0x1429****7f855c,,0x581a****8fa511,,111.15,0xe666****080fe7,0xeff2****2b6ede,
0xf6979e****9a8ffbd0,23745461,2025/11/07 13:59:11,2025/11/07 05:59:11,0x1429****7f855c,,0x1a18****46420a,,111.15,USDT,0xff7b****1b9f44,
0x19bda6****0039f452,23745074,2025/11/07 12:41:35,2025/11/07 04:41:35,0x1429****7f855c,,0x0706****91acae,,731.5,0x89af****01dc59,0xf3b5****550f5f,
0x6090e7****974724f8,23745059,2025/11/07 12:38:35,2025/11/07 04:38:35,0x1429****7f855c,,0x96f2****183f1e,,731.5,USDT,0xff7b****1b9f44,
0x182143****693b1b20,23744601,2025/11/07 11:06:11,2025/11/07 03:06:11,0x1429****7f855c,,0xc9ff****8fcc80,,456.0,0x6439****20fc9b,0x42d2****192466,
0x62a692****6c0fc959,23744597,2025/11/07 11:05:23,2025/11/07 03:05:23,0x1429****7f855c,,0xe544****c1f3ea,,456.0,USDT,0xff7b****1b9f44,
0x1f677a****b95a38d2,23744564,2025/11/07 10:58:47,2025/11/07 02:58:47,0x1429****7f855c,,0x688b****a0e1b4,,6175.0,0x6439****20fc9b,0x42d2****192466,
0x896b54****78e03102,23744561,2025/11/07 10:58:11,2025/11/07 02:58:11,0x1429****7f855c,,0x0cd9****2022ce,,3800.0,0x6439****20fc9b,0x42d2****192466,
0x4b1358****dd9ef946,23744555,2025/11/07 10:56:59,2025/11/07 02:56:59,0x1429****7f855c,,0x8f15****7eae4f,,3800.0,USDT,0xff7b****1b9f44,
0x16077c****0156a7c8,23744553,2025/11/07 10:56:35,2025/11/07 02:56:35,0x1429****7f855c,,0xe505****87a101,,6175.0,USDT,0xff7b****1b9f44,
0xf86b61****31fe6c4a,23744547,2025/11/07 10:55:23,2025/11/07 02:55:23,0x1429****7f855c,,0x176b****353a9a,,30000.0,USDC,0xcaf2****16e452,
0xf86b61****31fe6c4a,23744547,2025/11/07 10:55:23,2025/11/07 02:55:23,0x176b****353a9a,,0x1429****7f855c,,29993.183127,USDT,0xff7b****1b9f44,
0x822eca****b114e871,23744532,2025/11/07 10:52:23,2025/11/07 02:52:23,0x07f3****b35fed,,0x1429****7f855c,,50000.0,USDC,0xcaf2****16e452,
0x9f2113****7d6fb375,23744318,2025/11/07 10:09:23,2025/11/07 02:09:23,0x1429****7f855c,,0xea6e****026287,,10.0,0x9388****a1164e,0x30d4****aa1639,
0x039154****189fa9e1,23744317,2025/11/07 10:09:11,2025/11/07 02:09:11,0x1429****7f855c,,0xba1b****5a1a37,,95.0,0x9388****a1164e,0x30d4****aa1639,
0x91eb38****6d53eac4,23744315,2025/11/07 10:08:47,2025/11/07 02:08:47,0x1429****7f855c,,0xa5c7****673e05,,3325.0,0x9388****a1164e,0x30d4****aa1639,
0x2713df****5e5407c7,23744314,2025/11/07 10:08:35,2025/11/07 02:08:35,0x1429****7f855c,,0x6ce2****2db687,,95.0,USDT,0xff7b****1b9f44,
0xdb1308****6f4f45da,23744312,2025/11/07 10:08:11,2025/11/07 02:08:11,0x1429****7f855c,,0x9498****c299b5,,10.0,USDT,0xff7b****1b9f44,
0x6169ba****30f678f4,23744310,2025/11/07 10:07:47,2025/11/07 02:07:47,0x1429****7f855c,,0xb757****0e13de,,3325.0,USDT,0xff7b****1b9f44,
0x7554ca****d612fe09,23743872,2025/11/07 08:38:59,2025/11/07 00:38:59,0x1429****7f855c,,0xf6e7****3c3221,,2878.8895,0x890d****55e2cc,0xa59b****a217b7,
0xaa693f****d7249e2e,23743870,2025/11/07 08:38:35,2025/11/07 00:38:35,0x1429****7f855c,,0xba1b****5a1a37,,10.0,0x890d****55e2cc,0xa59b****a217b7,
0xaa693f****d7249e2e,23743870,2025/11/07 08:38:35,2025/11/07 00:38:35,0x1429****7f855c,,0x4f83****cfcfff,,503.5,0x890d****55e2cc,0xa59b****a217b7,
0xbcf984****a37384fb,23743868,2025/11/07 08:38:11,2025/11/07 00:38:11,0x1429****7f855c,,0x1450****30b1d9,,2878.8895,USDT,0xff7b****1b9f44,
0x70fb93****f0aebe3a,23743866,2025/11/07 08:37:47,2025/11/07 00:37:47,0x1429****7f855c,,0x64d1****606826,,503.5,USDT,0xff7b****1b9f44,
0x068f58****ea01ce12,23743864,2025/11/07 08:37:23,2025/11/07 00:37:23,0x1429****7f855c,,0x6ce2****2db687,,10.0,USDT,0xff7b****1b9f44,
0x8de024****700acbb4,23743862,2025/11/07 08:36:59,2025/11/07 00:36:59,0x1429****7f855c,,0xc977****a89347,,95.0,USDT,0xff7b****1b9f44,
0xfc6604****2601344e,23743699,2025/11/07 08:04:11,2025/11/07 00:04:11,0x1429****7f855c,,0x6b38****60ded1,,365.2275,0xf266****015da7,0xfee9****bb0872,
0xfc6604****2601344e,23743699,2025/11/07 08:04:11,2025/11/07 00:04:11,0x1429****7f855c,,0x0400****e65dbd,,308.6075,0xf266****015da7,0xfee9****bb0872,
0x3d375f****32c76719,23743693,2025/11/07 08:02:59,2025/11/07 00:02:59,0x1429****7f855c,,0xd9b3****cb7920,,308.6075,USDT,0xff7b****1b9f44,
0x887e0e****bfa82359,23743691,2025/11/07 08:02:35,2025/11/07 00:02:35,0x1429****7f855c,,0x14f3****362ad6,,365.2275,USDT,0xff7b****1b9f44,
0x5bdb70****ee396366,23743580,2025/11/07 07:40:23,2025/11/06 23:40:23,0x1429****7f855c,,0x4b3c****fe982c,,538.745,0xf266****015da7,0xfee9****bb0872,
0x14de85****0c824053,23743577,2025/11/07 07:39:47,2025/11/06 23:39:47,0x1429****7f855c,,0x62ed****1a7c0a,,237.5,0xf266****015da7,0xfee9****bb0872,
0x912701****529e3be7,23743570,2025/11/07 07:38:23,2025/11/06 23:38:23,0x1429****7f855c,,0x8754****1bbbfd,,538.745,USDT,0xff7b****1b9f44,
0xd659dc****e5e15883,23743569,2025/11/07 07:38:11,2025/11/06 23:38:11,0x1429****7f855c,,0x03b3****49e9e7,,698.7725,0xf266****015da7,0xfee9****bb0872,
0x4c993f****12e33c49,23743568,2025/11/07 07:37:59,2025/11/06 23:37:59,0x1429****7f855c,,0x0fcf****f333d3,,237.5,USDT,0xff7b****1b9f44,
0x70d7b0****0151d204,23743566,2025/11/07 07:37:35,2025/11/06 23:37:35,0x1429****7f855c,,0x44c9****0a8241,,698.7725,USDT,0xff7b****1b9f44,
0x4f51b6****b1f8fd57,23743377,2025/11/07 06:59:47,2025/11/06 22:59:47,0x1429****7f855c,,0xaf9f****e285f7,,569.601,0x4a0c****c52080,0xcef4****e984a6,
0x4f51b6****b1f8fd57,23743377,2025/11/07 06:59:47,2025/11/06 22:59:47,0x1429****7f855c,,0x14f6****c62c17,,100.7,0x4a0c****c52080,0xcef4****e984a6,
0x7d2c63****f5d0d54a,23743351,2025/11/07 06:54:35,2025/11/06 22:54:35,0x1429****7f855c,,0x5324****0770b0,,100.7,0xe70f****0d68cf,0x1f5a****02afb9,
0x7d2c63****f5d0d54a,23743351,2025/11/07 06:54:35,2025/11/06 22:54:35,0x1429****7f855c,,0xc2a9****e2c2af,,569.601,0xe70f****0d68cf,0x1f5a****02afb9,
0x7d2c63****f5d0d54a,23743351,2025/11/07 06:54:35,2025/11/06 22:54:35,0x1429****7f855c,,0xbab1****2ab2c2,,100.7,0xe70f****0d68cf,0x1f5a****02afb9,
0xd00476****56281487,23743338,2025/11/07 06:51:59,2025/11/06 22:51:59,0x1429****7f855c,,0xaf9f****e285f7,,569.601,0x4a0c****c52080,0xcef4****e984a6,
0xd00476****56281487,23743338,2025/11/07 06:51:59,2025/11/06 22:51:59,0x1429****7f855c,,0x14f6****c62c17,,100.7,0x4a0c****c52080,0xcef4****e984a6,
0x5f393d****5e973c50,23743331,2025/11/07 06:50:35,2025/11/06 22:50:35,0x1429****7f855c,,0xadaf****7fef0a,,100.7,0x4a0c****c52080,0xcef4****e984a6,
0x62cab6****bcef82b3,23743331,2025/11/07 06:50:35,2025/11/06 22:50:35,0x1429****7f855c,,0x10c5****aff7b2,,569.601,USDT,0xff7b****1b9f44,
0x6e09a6****342cab01,23743330,2025/11/07 06:50:23,2025/11/06 22:50:23,0x1429****7f855c,,0xd186****cfadfb,,100.7,USDT,0xff7b****1b9f44,
0x5f6d92****de420fa1,23743328,2025/11/07 06:49:59,2025/11/06 22:49:59,0x1429****7f855c,,0x1b20****11bde9,,100.7,USDT,0xff7b****1b9f44,
0x061221****fe03efcf,23743299,2025/11/07 06:43:59,2025/11/06 22:43:59,0x1429****7f855c,,0x32d0****6cbf75,,1900.0,0xe70f****0d68cf,0x1f5a****02afb9,
0x061221****fe03efcf,23743299,2025/11/07 06:43:59,2025/11/06 22:43:59,0x1429****7f855c,,0xd729****460bb0,,18.0,0xe70f****0d68cf,0x1f5a****02afb9,
0x061221****fe03efcf,23743299,2025/11/07 06:43:59,2025/11/06 22:43:59,0x1429****7f855c,,0x5626****b316ad,,190.0,0xe70f****0d68cf,0x1f5a****02afb9,
0x061221****fe03efcf,23743299,2025/11/07 06:43:59,2025/11/06 22:43:59,0x1429****7f855c,,0xad68****05925b,,249.85,0xe70f****0d68cf,0x1f5a****02afb9,
0x8bccfc****daec9ed8,23743278,2025/11/07 06:39:35,2025/11/06 22:39:35,0x1429****7f855c,,0x9684****da822b,,18.0,0x4a0c****c52080,0xcef4****e984a6,
0x8bccfc****daec9ed8,23743278,2025/11/07 06:39:35,2025/11/06 22:39:35,0x1429****7f855c,,0xe968****bb292c,,249.85,0x4a0c****c52080,0xcef4****e984a6,
0x91f18b****7809649b,23743277,2025/11/07 06:39:23,2025/11/06 22:39:23,0x1429****7f855c,,0x1cf3****0fa289,,45.0,0x4a0c****c52080,0xcef4****e984a6,
0x91f18b****7809649b,23743277,2025/11/07 06:39:23,2025/11/06 22:39:23,0x1429****7f855c,,0x64cc****f2fc84,,95.0,0x4a0c****c52080,0xcef4****e984a6,
0x91f18b****7809649b,23743277,2025/11/07 06:39:23,2025/11/06 22:39:23,0x1429****7f855c,,0xdb70****cdff9b,,190.0,0x4a0c****c52080,0xcef4****e984a6,
0xa48fea****f1618b09,23743274,2025/11/07 06:38:47,2025/11/06 22:38:47,0xc59f****b2ef19,,0x1429****7f855c,,0.024985,USDT,0xff7b****1b9f44,
0x664b95****bb35d2dc,23743274,2025/11/07 06:38:47,2025/11/06 22:38:47,0x8931****512382,,0x1429****7f855c,,0.019,USDT,0xff7b****1b9f44,
0x783f8a****a7f200ac,23743273,2025/11/07 06:38:35,2025/11/06 22:38:35,0x1429****7f855c,,0x553e****8f8e28,,18.0,USDT,0xff7b****1b9f44,
0xf84f5f****3deb84c4,23743271,2025/11/07 06:38:11,2025/11/06 22:38:11,0x1429****7f855c,,0x6447****afb34d,,95.0,USDT,0xff7b****1b9f44,
0x4a72be****5e757d81,23743270,2025/11/07 06:37:59,2025/11/06 22:37:59,0x1429****7f855c,,0x7965****7e55b6,,1900.0,0x4a0c****c52080,0xcef4****e984a6,
0x4cce47****7b6fe642,23743269,2025/11/07 06:37:47,2025/11/06 22:37:47,0x1429****7f855c,,0x94b5****4b0c9c,,45.0,USDT,0xff7b****1b9f44,
0x44f23d****9f7f14e0,23743267,2025/11/07 06:37:23,2025/11/06 22:37:23,0x1429****7f855c,,0x3f2d****2830fa,,190.0,USDT,0xff7b****1b9f44,
0x97a4c2****ec6606e9,23743266,2025/11/07 06:37:11,2025/11/06 22:37:11,0x1429****7f855c,,0xfdd0****d88a4f,,249.85,USDT,0xff7b****1b9f44,
0x57cafe****8d7a3c0e,23743264,2025/11/07 06:36:47,2025/11/06 22:36:47,0x1429****7f855c,,0x1aa3****65d298,,1900.0,USDT,0xff7b****1b9f44,
0xa7b2fa****ab265364,23743256,2025/11/07 06:35:11,2025/11/06 22:35:11,0x07f3****b35fed,,0x1429****7f855c,,13000.0,USDT,0xff7b****1b9f44,
0x086c7d****4b2f4d31,23743100,2025/11/07 06:03:59,2025/11/06 22:03:59,0x1429****7f855c,,0x983e****45ce19,,50.0,0x106e****42ece5,0x6690****8fedd0,
0xb16d88****2d2b673b,23743095,2025/11/07 06:02:59,2025/11/06 22:02:59,0x1429****7f855c,,0x2616****fd7111,,95.0,0x106e****42ece5,0x6690****8fedd0,
0x3d787a****08a8bc07,23743089,2025/11/07 06:01:47,2025/11/06 22:01:47,0x22f7****bf4540,,0x1429****7f855c,,0.01918,USDT,0xff7b****1b9f44,
0xd19ab0****8f73f9b4,23743085,2025/11/07 06:00:59,2025/11/06 22:00:59,0x1429****7f855c,,0x2975****db508b,,191.805,0x106e****42ece5,0x6690****8fedd0,
0x9ccaa8****76db7116,23743084,2025/11/07 06:00:47,2025/11/06 22:00:47,0x1429****7f855c,,0x4e9a****300279,,2131.306,0x106e****42ece5,0x6690****8fedd0,
0x79af62****2be36ec2,23743082,2025/11/07 06:00:23,2025/11/06 22:00:23,0x1429****7f855c,,0xba4e****60185a,,50.0,USDT,0xff7b****1b9f44,
0x00fb42****d2375d53,23743080,2025/11/07 05:59:59,2025/11/06 21:59:59,0x1429****7f855c,,0x270a****96653c,,95.0,USDT,0xff7b****1b9f44,
0x0aea5a****1fc9f349,23743078,2025/11/07 05:59:35,2025/11/06 21:59:35,0x1429****7f855c,,0x19b4****ea5e76,,285.779,0x106e****42ece5,0x6690****8fedd0,
0x0aea5a****1fc9f349,23743078,2025/11/07 05:59:35,2025/11/06 21:59:35,0x1429****7f855c,,0xf5e6****664bce,,223.136,0x106e****42ece5,0x6690****8fedd0,
0x63d8e2****a7143329,23743078,2025/11/07 05:59:35,2025/11/06 21:59:35,0x1429****7f855c,,0x9f23****caadb2,,2131.306,USDT,0xff7b****1b9f44,
0xe3231c****8f8770a6,23743077,2025/11/07 05:59:23,2025/11/06 21:59:23,0x1429****7f855c,,0xadec****9a6ac1,,191.805,USDT,0xff7b****1b9f44,
0x83afb3****555928ae,23743075,2025/11/07 05:58:59,2025/11/06 21:58:59,0x1429****7f855c,,0x2eba****47bad3,,223.136,USDT,0xff7b****1b9f44,
0xfc25a5****1e1cab2c,23743073,2025/11/07 05:58:35,2025/11/06 21:58:35,0x1429****7f855c,,0x0745****d10863,,1110.968,USDT,0xff7b****1b9f44,
0x3ba623****1e4b4271,23743070,2025/11/07 05:57:59,2025/11/06 21:57:59,0x1429****7f855c,,0x97ed****c7ce66,,285.779,USDT,0xff7b****1b9f44,
0x486b5c****6a232929,23742865,2025/11/07 05:16:47,2025/11/06 21:16:47,0x1429****7f855c,,0x19b4****ea5e76,,1482.95,0xd67f****b4cf5d,0x6712****cac110,
0xb122e6****2abc0bcb,23742852,2025/11/07 05:14:11,2025/11/06 21:14:11,0x1429****7f855c,,0xeba2****624658,,100.7,0xd67f****b4cf5d,0x6712****cac110,
0xbb7b94****e805254e,23742850,2025/11/07 05:13:47,2025/11/06 21:13:47,0x1429****7f855c,,0x5783****3a200f,,275.709,0xd67f****b4cf5d,0x6712****cac110,
0x69fb55****56e79b57,23742850,2025/11/07 05:13:47,2025/11/06 21:13:47,0x1429****7f855c,,0x97ed****c7ce66,,1482.95,USDT,0xff7b****1b9f44,
0xe5a730****71c9cac6,23742848,2025/11/07 05:13:23,2025/11/06 21:13:23,0x1429****7f855c,,0x4383****f33f5f,,100.7,USDT,0xff7b****1b9f44,
0x8ad081****242a74c4,23742848,2025/11/07 05:13:23,2025/11/06 21:13:23,0x1429****7f855c,,0x4650****7a3ebd,,100.7,0xd67f****b4cf5d,0x6712****cac110,
0xac0045****bfaa3c33,23742847,2025/11/07 05:13:11,2025/11/06 21:13:11,0x1429****7f855c,,0xd928****17cbdb,,275.709,USDT,0xff7b****1b9f44,
0xe92808****5e2577a3,23742847,2025/11/07 05:13:11,2025/11/06 21:13:11,0x1429****7f855c,,0xfb49****48dddd,,376.238,0xd67f****b4cf5d,0x6712****cac110,
0xef6759****56105484,23742845,2025/11/07 05:12:47,2025/11/06 21:12:47,0x1429****7f855c,,0xd7b6****68a56d,,285.5985,0xd67f****b4cf5d,0x6712****cac110,
0x4d6063****60804714,23742845,2025/11/07 05:12:47,2025/11/06 21:12:47,0x1429****7f855c,,0xc98a****10d4af,,100.7,USDT,0xff7b****1b9f44,
0x3ea909****926e4b92,23742845,2025/11/07 05:12:47,2025/11/06 21:12:47,0x1429****7f855c,,0xd7b6****68a56d,,285.5985,0xd67f****b4cf5d,0x6712****cac110,
0xef6759****56105484,23742845,2025/11/07 05:12:47,2025/11/06 21:12:47,0x1429****7f855c,,0x764b****16c12f,,100.7,0xd67f****b4cf5d,0x6712****cac110,
0x8fae7b****b157af2e,23742844,2025/11/07 05:12:35,2025/11/06 21:12:35,0x1429****7f855c,,0x220e****a932cf,,376.238,USDT,0xff7b****1b9f44,
0x54065a****fa0a68f7,23742842,2025/11/07 05:11:59,2025/11/06 21:11:59,0x1429****7f855c,,0x54f4****0463c8,,285.5985,USDT,0xff7b****1b9f44,
0x1b2312****7ee66f1b,23742841,2025/11/07 05:11:47,2025/11/06 21:11:47,0x1429****7f855c,,0x8c2c****29c397,,285.0,0xd67f****b4cf5d,0x6712****cac110,
0xa66b4a****a6b297c2,23742840,2025/11/07 05:11:35,2025/11/06 21:11:35,0x1429****7f855c,,0x2a72****9c3633,,70.0,0xd67f****b4cf5d,0x6712****cac110,
0x05edff****9f39b781,23742840,2025/11/07 05:11:35,2025/11/06 21:11:35,0x1429****7f855c,,0x87d9****a28492,,100.7,USDT,0xff7b****1b9f44,
0xa66b4a****a6b297c2,23742840,2025/11/07 05:11:35,2025/11/06 21:11:35,0x1429****7f855c,,0xfda0****0a9ccc,,25.0,0xd67f****b4cf5d,0x6712****cac110,
0xd6ffce****d3d91277,23742838,2025/11/07 05:11:11,2025/11/06 21:11:11,0x1429****7f855c,,0xd920****6bd420,,285.0,USDT,0xff7b****1b9f44,
0x228617****6cd90a3a,23742837,2025/11/07 05:10:59,2025/11/06 21:10:59,0x1429****7f855c,,0xb0f9****248686,,25.0,USDT,0xff7b****1b9f44,
0x39744f****0c24146f,23742835,2025/11/07 05:10:35,2025/11/06 21:10:35,0x1429****7f855c,,0xd4da****1d22be,,70.0,USDT,0xff7b****1b9f44,
0xc5952b****f832c51d,23742773,2025/11/07 04:58:11,2025/11/06 20:58:11,0x1429****7f855c,,0x30aa****7af8e3,,528.694,0xd67f****b4cf5d,0x6712****cac110,
0x55817f****e951d5e6,23742760,2025/11/07 04:55:35,2025/11/06 20:55:35,0x1429****7f855c,,0xd7b6****68a56d,,1542.8,0xd67f****b4cf5d,0x6712****cac110,
0x87de83****d8c4f85f,23742758,2025/11/07 04:55:11,2025/11/06 20:55:11,0x1429****7f855c,,0xa1d1****548f7a,,528.694,USDT,0xff7b****1b9f44,
0xdbc207****a8c20593,23742756,2025/11/07 04:54:47,2025/11/06 20:54:47,0x1429****7f855c,,0x54f4****0463c8,,1542.8,USDT,0xff7b****1b9f44,
0x348c68****4b68d40d,23742756,2025/11/07 04:54:47,2025/11/06 20:54:47,0x1429****7f855c,,0x9444****883ffb,,349.4005,0xd67f****b4cf5d,0x6712****cac110,
0xa15cd1****a56e4c9e,23742754,2025/11/07 04:54:23,2025/11/06 20:54:23,0x1429****7f855c,,0xbb49****3a9fb0,,349.4005,USDT,0xff7b****1b9f44,
0xab8cc7****b9430c54,23742650,2025/11/07 04:33:11,2025/11/06 20:33:11,0x1429****7f855c,,0xd39f****e153d1,,75.0,0xd67f****b4cf5d,0x6712****cac110,
0xad5fd5****6bec574d,23742649,2025/11/07 04:32:59,2025/11/06 20:32:59,0x1429****7f855c,,0x9444****883ffb,,1900.0,0xd67f****b4cf5d,0x6712****cac110,
0x7ee0be****c39604b4,23742649,2025/11/07 04:32:59,2025/11/06 20:32:59,0x1429****7f855c,,0x3e4d****8d4598,,285.399,0xd67f****b4cf5d,0x6712****cac110,
0xc8bded****cb189bf1,23742646,2025/11/07 04:32:11,2025/11/06 20:32:11,0x1429****7f855c,,0xd1ed****70e313,,75.0,USDT,0xff7b****1b9f44,
0xca6cfc****710cf0b6,23742644,2025/11/07 04:31:47,2025/11/06 20:31:47,0x1429****7f855c,,0xfd96****62c612,,285.399,USDT,0xff7b****1b9f44,
0xb7b86a****233fd78b,23742644,2025/11/07 04:31:47,2025/11/06 20:31:47,0x1429****7f855c,,0x13b6****6de650,,55.0,0xd67f****b4cf5d,0x6712****cac110,
0x10e9ce****e345ce74,23742643,2025/11/07 04:31:35,2025/11/06 20:31:35,0x1429****7f855c,,0xbb49****3a9fb0,,1900.0,USDT,0xff7b****1b9f44,
0xb7148b****ed0ade25,23742641,2025/11/07 04:31:11,2025/11/06 20:31:11,0x1429****7f855c,,0xafea****ce0065,,55.0,USDT,0xff7b****1b9f44,
0xab014f****84a36c64,23742593,2025/11/07 04:21:35,2025/11/06 20:21:35,0x1429****7f855c,,0x529e****f7708b,,2869.0285,0x6940****6e0d4a,0x1cfe****f9ca4e,
0xab014f****84a36c64,23742593,2025/11/07 04:21:35,2025/11/06 20:21:35,0x1429****7f855c,,0x0b70****6b9d4f,,1349.358216,0x6940****6e0d4a,0x1cfe****f9ca4e,
0x57cb68****c6c5dd50,23742589,2025/11/07 04:20:47,2025/11/06 20:20:47,0x1429****7f855c,,0x384e****b1c812,,95.0,0x6940****6e0d4a,0x1cfe****f9ca4e,
0x57cb68****c6c5dd50,23742589,2025/11/07 04:20:47,2025/11/06 20:20:47,0x1429****7f855c,,0xf0fd****2bee27,,1904.75,0x6940****6e0d4a,0x1cfe****f9ca4e,
0xe4a6e3****927e0de7,23742587,2025/11/07 04:20:23,2025/11/06 20:20:23,0x1429****7f855c,,0xef56****404569,,2869.0285,USDT,0xff7b****1b9f44,
0xb006ae****dad50151,23742586,2025/11/07 04:20:11,2025/11/06 20:20:11,0x1429****7f855c,,0xd387****f39e5c,,1904.75,USDT,0xff7b****1b9f44,
0x3240d5****e55135b4,23742583,2025/11/07 04:19:35,2025/11/06 20:19:35,0x1429****7f855c,,0x9104****1134ec,,1214.1,0x6940****6e0d4a,0x1cfe****f9ca4e,
0xb8fd86****b4aa165c,23742582,2025/11/07 04:19:23,2025/11/06 20:19:23,0x1429****7f855c,,0xe40f****ff7f99,,95.0,USDT,0xff7b****1b9f44,
0xae7ae7****9b6c4427,23742580,2025/11/07 04:18:59,2025/11/06 20:18:59,0x1429****7f855c,,0x977c****7519b2,,93.0,0x6940****6e0d4a,0x1cfe****f9ca4e,
0xcba2b6****014ef4bc,23742579,2025/11/07 04:18:47,2025/11/06 20:18:47,0x1429****7f855c,,0x1eaa****795b80,,1349.358216,USDT,0xff7b****1b9f44,
0x081238****e4a804e7,23742578,2025/11/07 04:18:35,2025/11/06 20:18:35,0x1429****7f855c,,0x5783****3a200f,,237.5,0x6940****6e0d4a,0x1cfe****f9ca4e,
0xb27d49****026ce0ca,23742576,2025/11/07 04:18:11,2025/11/06 20:18:11,0x1429****7f855c,,0x42b5****47b101,,1214.1,USDT,0xff7b****1b9f44,
0x1c1630****cfedc8ed,23742575,2025/11/07 04:17:59,2025/11/06 20:17:59,0x1429****7f855c,,0x7678****c2327a,,285.0,0x6940****6e0d4a,0x1cfe****f9ca4e,
0xa4955f****e723fe0c,23742575,2025/11/07 04:17:59,2025/11/06 20:17:59,0x1429****7f855c,,0xf5e6****664bce,,190.0,0x6940****6e0d4a,0x1cfe****f9ca4e,
0x90a90c****41156479,23742575,2025/11/07 04:17:59,2025/11/06 20:17:59,0x1429****7f855c,,0xd928****17cbdb,,237.5,USDT,0xff7b****1b9f44,
0x2c8700****25d6728b,23742572,2025/11/07 04:17:23,2025/11/06 20:17:23,0x1429****7f855c,,0xe810****fb7000,,190.0,0x6940****6e0d4a,0x1cfe****f9ca4e,
0x02386c****e41a7136,23742572,2025/11/07 04:17:23,2025/11/06 20:17:23,0x1429****7f855c,,0x2eba****47bad3,,190.0,USDT,0xff7b****1b9f44,
0x1275b2****7f140164,23742570,2025/11/07 04:16:59,2025/11/06 20:16:59,0x1429****7f855c,,0x5034****1ba22d,,285.0,USDT,0xff7b****1b9f44,
0x6d6230****21836c5e,23742570,2025/11/07 04:16:59,2025/11/06 20:16:59,0x1429****7f855c,,0x2a9f****b5361e,,361.19,0x6940****6e0d4a,0x1cfe****f9ca4e,
0x295ebe****9f013c25,23742569,2025/11/07 04:16:47,2025/11/06 20:16:47,0x1429****7f855c,,0xe288****566bd5,,93.0,USDT,0xff7b****1b9f44,
0xbc33ae****931600ad,23742568,2025/11/07 04:16:35,2025/11/06 20:16:35,0x1429****7f855c,,0x4ba3****7d1403,,304.0,0x6940****6e0d4a,0x1cfe****f9ca4e,
0xf39c2e****3807b6da,23742567,2025/11/07 04:16:23,2025/11/06 20:16:23,0x1429****7f855c,,0x7a9c****f6a385,,361.19,USDT,0xff7b****1b9f44,
0x0ad370****72cd172c,23742565,2025/11/07 04:15:59,2025/11/06 20:15:59,0x1429****7f855c,,0x18df****b2d681,,150.1,0x6940****6e0d4a,0x1cfe****f9ca4e,
0x142128****5d00b6ea,23742565,2025/11/07 04:15:59,2025/11/06 20:15:59,0x1429****7f855c,,0x859d****3ee88d,,190.0,USDT,0xff7b****1b9f44,
0x967074****42032ce2,23742564,2025/11/07 04:15:47,2025/11/06 20:15:47,0x1429****7f855c,,0xa830****491b04,,304.0,USDT,0xff7b****1b9f44,
0xc5f42d****c24a7dfc,23742562,2025/11/07 04:15:23,2025/11/06 20:15:23,0x1429****7f855c,,0xdea3****35c026,,150.1,USDT,0xff7b****1b9f44,
0xf9c8cd****fc4014c8,23742547,2025/11/07 04:12:23,2025/11/06 20:12:23,0x07f3****b35fed,,0x1429****7f855c,,19000.0,USDT,0xff7b****1b9f44,
